,Fréquence,Puissance,Classe
0,2161.1222651457483,7.20002547762,2
1,2468.1128462169404,6.261813630774275,2
2,2361.951194976487,6.469479054476837,2
3,2262.458490596692,6.455617256674229,2
4,4083.728231937433,5.36275139080112,5
5,5033.2096614124675,4.4167276877398,4
6,2185.523277519777,6.800672514690322,2
7,2911.720245096271,7.521015572878599,2
8,2461.5667318218825,7.387066772315566,2
9,2528.645321473106,9.043565917508857,3
10,2552.77838243115,6.786851667542112,2
11,3400.9288161664754,5.7969107484779325,1
12,3060.861020237364,5.883915009258144,1
13,3118.662354729038,5.023372132771849,1
14,4925.924839745599,4.2045252201026075,4
15,2892.6848058367063,7.474444933078606,0
16,2623.9745726458796,8.716173419530389,3
17,4113.216827494416,6.674294750387366,5
18,4996.892770002735,3.7123608767661294,4
19,2892.0679825278894,5.549076270234056,1
20,5133.4675419946225,3.6014176622137755,4
21,3702.8084350786417,5.318178218893896,5
22,4991.937815008223,4.334557084122789,4
23,4929.740430964669,5.136906312902417,4
24,2808.978834838193,7.160884386251695,0
25,2479.342846873172,7.4015758000568415,2
26,2628.406729547959,8.217014455444492,0
27,4928.399403221443,4.562996813447071,4
28,2606.718728917067,9.045899913678648,3
29,3951.9364219550935,6.359850873831645,5
30,2925.331514578702,6.6514341000595305,2
31,2867.7303313226307,7.2614745767073,0
32,2408.8929937528346,7.440750863414268,2
33,4110.58008744671,5.516899299263359,5
34,2740.230991201,8.866697755538688,3
35,2404.1554590180167,8.741434463141603,3
36,5008.303260811737,4.127123039015954,4
37,2582.4515138457587,9.084478785439135,3
38,2234.3941066335674,6.9443675356002075,2
39,2546.9612444552604,9.494373432886913,3
40,4874.42294467063,5.1320017303287155,4
41,2227.172652514635,6.027954213943604,2
42,2933.302418538176,9.072793355900895,3
43,4405.572965326137,5.452874841081415,5
44,2615.6272526330918,8.87586804673445,3
45,4260.41078612053,5.554493097664174,5
46,2916.1140602941678,6.985499764763773,0
47,2152.643555085765,9.923397764871774,3
48,2386.688099761208,8.864573333670398,3
49,4980.416056362098,4.3516059467499835,4
50,2738.424281308579,7.749183538035773,0
51,3001.5094995253944,6.232047781901945,1
52,4879.530515782554,4.048427460760579,4
53,3118.428615782222,5.817256058741856,1
54,4971.993828972175,4.973847207464502,4
55,4034.273097614222,5.236548872080697,5
56,2889.0253782783257,7.925682325504747,0
57,2356.042889407185,9.216369560413964,3
58,4850.202267750764,4.3420632289739665,4
59,4877.499747301003,4.915587190855645,4
60,3186.4138014836562,5.941529938726299,1
61,2684.848585876455,7.239376344006898,0
62,3160.106103180217,5.831050733456095,1
63,4278.170165961498,5.67012365326808,5
64,2436.6987611667782,9.33372907830964,3
65,2317.843744905967,9.146562629997424,3
66,2635.41266227907,9.221146080103921,3
67,3141.0268900534993,7.176294060031717,0
68,2623.309842763104,9.123224293199716,3
69,3139.4241490131453,5.187417627755599,1
70,2560.6043800262787,9.410893704964456,3
71,2772.558620136131,6.847970294366341,0
72,3115.4788801084687,7.48829746165474,0
73,4198.676244525007,5.59053897835635,5
74,4373.785477783804,6.0053847683076205,5
75,4203.119345795396,5.7893684505791985,5
76,2943.08465215557,7.317587945591084,0
77,5010.283690818384,4.524646175313418,4
78,2971.7607718171257,8.15105249491411,0
79,2661.2538955735617,9.116293198479795,3
80,2203.481415478183,6.572114276166761,2
81,4052.7461430790836,5.42260803516177,5
82,2255.7057037889513,6.868122947961244,2
83,3105.937208480583,6.161970756356022,1
84,4346.735465811277,5.3740116345503735,5
85,2351.0819980702936,7.262609139845681,2
86,4275.082705379044,5.286099299947432,5
87,3005.2566188359165,8.945633601440452,3
88,4144.6730270195285,5.440216877907945,5
89,2832.0932454672247,6.951073336114128,0
90,2842.479080348442,9.32894433906328,3
91,4137.948156525486,5.394616473785297,5
92,2907.8581738635366,6.766302774819785,0
93,4668.656541686189,4.847022222983677,4
94,4637.810147170005,5.267802529362781,4
95,4830.511197927358,4.4037053556853625,4
96,4144.3776012412245,5.108053217366657,5
97,2876.1915492235103,5.548360103733892,1
98,2863.9639527605505,5.382651545327145,1
99,2646.1799589239017,9.615462933094081,3
100,3132.5647321705346,7.460274533024427,0
101,3843.9836600251097,5.842372999269772,5
102,4977.1995331833095,4.822631728539475,4
103,3357.0552910699566,5.913793497071237,1
104,2507.6882499820617,9.304532476395295,3
105,2401.00398190653,8.520687842204657,3
106,2677.1596996928574,9.091814530849277,3
107,3935.6765836481372,6.101186185085888,5
108,2326.187035998369,6.686384899579062,2
109,2494.653178479701,6.8845641638931765,2
110,2110.1974045856114,6.3040237635869785,2
111,2383.4915320709115,6.936547514334551,2
112,4503.6478252213965,4.400345936776243,4
113,3167.914056132733,5.538716959755353,1
114,4025.0728549459773,5.2897202826008485,5
115,4750.263154752481,4.680074216174885,4
116,2526.34495607774,9.417383926017136,3
117,3102.937384079344,7.252416382396355,0
118,3908.992839437028,5.2924159788473295,5
119,3186.2243900141143,6.357180598795961,1
120,2825.7398899626023,7.111507101930144,0
121,2989.2057612159324,7.669885769253094,0
122,2886.936971521012,7.137722372775473,0
123,2235.9294275909415,6.822230919843085,2
124,2525.827893274662,6.418132340216845,2
125,3101.5732670081366,5.715693583710156,1
126,4891.6157321227865,4.167619648496756,4
127,2365.057654913613,6.5418088332854065,2
128,4763.794866231421,4.7625941574851955,4
129,3121.674384111997,6.0652544630373715,1
130,4916.659558075456,4.447110774818836,4
131,2200.1501049620197,6.241050514125726,2
132,3183.362647536163,7.255349975811221,0
133,4853.7990582877155,5.01867568779638,4
134,4885.812213305121,4.694170673194558,4
135,4907.623125399428,4.260059161270707,4
136,2847.583861134831,6.025390208756873,1
137,5114.58921566942,3.794434225902788,4
138,4128.037689317389,6.353305728965666,5
139,2245.752539932772,9.011838311197552,3
140,2500.076217411383,9.442584362566151,3
141,4928.641287794882,4.2905792062734385,4
142,2571.7258200476717,8.00946148396343,3
143,2842.1733625625156,7.277795571620257,0
144,3156.030442495822,7.572690290872281,0
145,4515.534716282435,5.034459569302396,4
146,3399.7836850294484,6.46887972938705,1
147,2403.830255146275,9.022673054130873,3
148,2787.4593251370748,6.807136129735968,2
149,3107.624400579919,7.957442789177774,0
150,2463.4366767152333,8.896064901005534,3
151,2460.6806339525333,6.492448263442155,2
152,4491.836772111366,5.169989424282361,4
153,2275.526027149201,9.216784243981465,3
154,3111.363528869515,5.577632030174484,1
155,2488.8759414452757,9.104829429117666,3
156,5092.444826380236,4.096587076615618,4
157,2416.637452427329,6.095355309004017,2
158,2377.614331824211,9.174681439637716,3
159,2046.1312476445548,9.588103182528487,3
160,5099.509955398826,4.3215906804386295,4
161,2582.40480650366,7.512215736069306,0
162,4060.535545903857,6.297684027645511,5
163,2460.2514116603206,7.023014163058258,2
164,4929.7583371310275,4.413216666867525,4
165,3469.631993738456,5.301149287686363,1
166,3205.4166819048914,7.364734363026836,0
167,3546.952522334096,5.385050523332649,5
168,5011.144789468714,4.930868139998014,4
169,5057.2212137470615,4.611185943271481,4
170,2410.2049553799225,6.575536038488439,2
171,2486.971703251078,6.102691817615174,2
172,2037.5287378898652,9.553377414275053,3
173,2501.274688646071,8.644899025912563,3
174,2959.3883944971317,8.941474613586111,3
175,2977.386878040999,6.774018256422994,0
176,2601.0468576416315,7.245514695735581,0
177,2711.0893857282713,7.543524645091449,0
178,4179.43627273625,6.130696185099582,5
179,3108.415398210988,7.372874922093269,0
180,3751.6800028351126,5.874378780459906,1
181,2439.3892202353804,9.064358689026626,3
182,4925.887253631768,4.493261667618861,4
183,3133.389395791526,5.440180440412107,1
184,2770.8296165971524,6.782786829364537,2
185,3171.8558241690635,5.859995535248347,1
186,2931.5300689566816,7.278764491738396,0
187,2885.908287075498,5.27684155724869,1
188,2359.2427414213084,8.586528716016586,3
189,2725.000747908568,6.709617964929197,2
190,4705.825481869054,4.48237927950167,4
191,2693.1170976014696,6.980406222123582,2
192,2724.573663906928,7.774449487912395,0
193,2964.0243220052303,7.608037045563942,0
194,4948.342218532809,4.02549543302178,4
195,3943.4285002643287,5.986877562784214,5
196,3970.383908301134,5.509458188516506,5
197,4075.5419097020267,5.117126214082517,5
198,3917.4895049347706,5.691070839103558,5
199,2272.9040529109593,7.48581571362916,2
200,2172.565779167308,8.502192148506314,3
201,3011.315763288333,7.827359911945261,0
202,4844.496713564186,4.319871702513432,4
203,2979.559764002979,7.634239007864158,0
204,2536.7875454191394,9.286669511718966,3
205,3932.3913713858724,5.0501563517006804,5
206,3220.3885392396965,5.277150762627431,1
207,5088.03126575384,3.616319677663782,4
208,2122.062622696984,7.612229449499907,2
209,4769.724230183919,4.442922027880984,4
210,3103.2927975188404,5.150114308980293,1
211,2404.217474656703,6.81764657754793,2
212,3938.546131831715,6.453883147745624,5
213,2998.0514003371172,7.308972930493738,0
214,4707.07171697808,4.519471087492883,4
215,3496.360297390193,5.326683613670428,5
216,2889.770961820386,7.584726652490782,0
217,3002.9954667474667,7.690716872108618,0
218,2474.6443910880835,9.91876356284879,3
219,4704.493881234164,4.536180536403954,4
220,3032.2743080031414,7.095066001631085,0
221,2946.0279586472475,7.164633015753036,0
222,4506.639027371205,5.010398506282213,4
223,4682.3255621133185,4.2586355330829075,4
224,2740.2967583004647,6.933842701742927,2
225,5334.170745120858,5.129361482637667,4
226,4176.920377248305,6.377172813093361,5
227,3790.1744819303885,5.443351671518754,5
228,4782.240954276599,3.9241037539096815,4
229,5078.4524475366925,3.888531760875595,4
230,3073.873742963513,7.206389109426548,0
231,4031.9481916870236,6.237498950075819,5
232,2552.516955100475,7.254878407028495,2
233,4764.259795306659,4.694558606093809,4
234,4077.298251192749,5.677720667688645,5
235,5000.0779437055935,4.339407959390703,4
236,2152.2477380519294,9.363738729680552,3
237,3054.9125138285817,7.707467511363873,0
238,4920.042538895848,3.9548871348688905,4
239,2571.3580409379183,7.025518364214183,2
240,2602.335879896024,8.012135222205027,3
241,2500.1236438804817,7.50739861667419,2
242,4681.62340615727,4.3432177580515035,4
243,4112.007223627277,5.392860555374294,5
244,2645.368670102043,9.439152684846697,3
245,3201.208588232645,5.903394629878034,1
246,3855.641525095092,5.816721143724752,5
247,4750.742009137466,4.195837446842566,4
248,3025.645687481609,7.397444141494593,0
249,3112.6318647235603,5.912489136509492,1
250,2364.618567402421,9.443148044897269,3
251,3127.502531835824,5.571962807956887,1
252,2498.629331012311,8.63497105614037,3
253,2236.7824924640245,6.682779230071835,2
254,2659.9289279888026,7.012846310987369,2
255,4043.1304291308047,5.405408573753695,5
256,4192.771065982144,5.614386354209838,5
257,2461.288852474526,8.646383882698814,3
258,3943.3792490153514,5.670870604587988,5
259,4700.563813745803,4.225246505559004,4
260,3711.8752706397986,5.005819987623512,1
261,2721.2562196905465,8.98579960567817,3
262,3278.550543577272,6.283647236395366,1
263,2560.58120791774,6.760871124086575,2
264,4844.698867483407,4.688360037273295,4
265,3861.4508584131427,4.902731051680665,5
266,4886.948708531536,4.2946544709995935,4
267,2563.5238741166622,8.262501441895504,0
268,4842.034848579732,4.28075678432342,4
269,3822.2676097311037,5.92649413154247,5
270,3058.4334142220464,7.570174028301483,0
271,5034.6642569916,4.376290024708087,4
272,2820.7098032632734,7.10612888188817,0
273,2760.6100944435702,7.921162413224856,0
274,3692.9365259169003,6.324035133134599,5
275,4684.01011490911,3.8721975355296756,4
276,2902.3493233057006,6.070876175384806,1
277,2789.196014431868,8.950423094951605,3
278,3092.476641742177,7.805586965978387,0
279,3020.334315995767,5.5867017018890035,1
280,2792.7533044821616,8.696193358507584,3
281,4775.291907234953,4.275583886218156,4
282,3998.510883960389,5.56462778947429,5
283,3347.7273387947216,5.751145064740944,1
284,4033.2351884690233,6.212779060507521,5
285,2437.8263200736133,7.679232107095528,0
286,3356.43193835103,5.462786161789924,1
287,3788.790770981402,6.071838490279765,5
288,5116.787105455681,4.514347208146211,4
289,3859.10680625862,5.498226223777107,5
290,4172.734044831269,5.760414248444583,5
291,3909.4971515792736,6.272658813921794,5
292,2671.73892549821,6.4272044479174,2
293,3303.9183135665953,5.518103841478581,1
294,5267.106380768748,4.638295632507836,4
295,2205.5989820539635,9.24236029502264,3
296,3119.0660831118444,5.337186201721568,1
297,2706.4792855706573,7.2520704554258915,0
298,3860.271240823229,6.260282210793514,5
299,2502.6696223028384,7.916789063208538,2
300,4917.261626421826,5.22565865439302,4
301,4099.448400705496,5.875220450662252,5
302,2107.513665382466,9.190490704197762,3
303,2822.074372026076,5.639991955080273,1
304,4639.85878550549,4.091644880859192,4
305,3040.641551683107,6.888846872619071,2
306,3465.45075994015,5.988547452064823,1
307,4645.05080259955,4.856562531076864,4
308,2680.6443982832957,6.609109720744513,2
309,4104.206150054181,5.993482248539862,5
310,2580.638953459395,6.4618587709855575,2
311,3252.29523170169,5.883707230587406,1
312,3109.3521974944283,7.438212652986283,0
313,3024.6388777868397,6.31075704353737,1
314,2622.721803916709,6.56049662222015,2
315,2653.0730882059447,7.680856048994658,0
316,2293.1586262786273,6.689970506653104,2
317,3432.4920599664715,6.42315743590256,1
318,2739.600428894161,5.91208231965417,1
319,2451.2970412182076,6.141571672468443,2
320,2395.376087420593,6.70747207816283,2
321,4257.970176445776,5.1372807047724365,5
322,3098.323660685547,6.808454933898394,0
323,3330.4111564693007,5.758405122983756,1
324,5120.877534113125,4.633519014824313,4
325,2285.212312669584,10.083131295444614,3
326,3119.0984345138877,6.96112631527028,0
327,2206.38052723433,7.48264130040419,2
328,2397.9521520727553,10.042049655342387,3
329,2874.7891867681105,5.858962253948251,1
330,2609.5796533334915,7.093463554065944,2
331,2307.2261302285588,6.783125024527768,2
332,4844.106022290512,4.219406413454716,4
333,3122.8021197862554,5.644213475879917,1
334,2708.355397325898,8.099956569199051,0
335,2911.9558784460546,5.19288186507859,1
336,2978.8124711332503,7.361830757341442,0
337,3691.2660170530826,5.913093532465526,5
338,2702.8090733924105,6.898017295032753,0
339,2452.0572620498847,6.893638996281678,2
340,2136.7639794738475,7.319040349542408,2
341,2593.726305735563,6.602790780359129,2
342,2471.4205201843083,7.2118942099166095,2
343,4690.307705064354,3.7942923779080857,4
344,2371.7538176104954,6.609035201697658,2
345,4404.929987881322,6.32582029486775,5
346,3168.5269866561543,5.470333998703298,1
347,4181.822732910448,6.225714984266127,5
348,3987.253287560133,6.10191136926112,5
349,2861.088472469618,7.603124315856346,0
350,4648.581919724763,5.849197607017535,5
351,3257.203904984979,6.035797839823167,1
352,2389.072687679432,8.437027835652122,3
353,2281.3351900032208,7.209901749007308,2
354,4033.2919384554216,6.1839767957496505,5
355,4616.036384073213,4.441153899975047,4
356,3333.4592091388304,6.262171041192602,1
357,3430.4441072097497,7.012697968263157,0
358,2518.4956554781106,9.636340031392642,3
359,2399.1860146598087,9.835345786946707,3
360,4216.1607614839,5.349651377125828,5
361,2591.2059090878606,6.7600198117384185,2
362,2982.964212149595,7.557693056447688,0
363,4499.578971169655,4.773599176590503,4
364,3932.210381502248,5.17647798553721,5
365,4670.0452154246195,4.519909325123675,4
366,3908.1241693273028,5.164081074487544,5
367,4624.987692694326,4.228579656680412,4
368,4576.413055810965,4.129433507819391,4
369,4838.005921918263,4.805719544065104,4
370,4400.69611821565,4.199113498655927,4
371,3066.626260563458,5.982571607263586,1
372,3153.832532429125,7.564195358528984,0
373,4839.232119721739,3.7130932039807805,4
374,2559.3460876317777,6.705697923516152,2
375,3194.9879520942627,7.004731694006407,0
376,2507.432625086899,9.378161486709562,3
377,2394.0359718654045,7.31671386944423,2
378,2637.283403123875,6.8820487841970515,2
379,2510.59660007684,9.149050036910491,3
380,3325.2368993371592,5.390127727775061,1
381,2346.617302907129,8.696825677321005,3
382,2815.677552783898,7.652403973868502,0
383,3446.28972264575,7.814496092147941,0
384,2416.761585579049,7.159957669123275,2
385,3084.978930995949,7.3533847951205775,0
386,2004.0705331761294,7.048928459829794,2
387,2956.012446608035,8.12204138601152,0
388,4040.273920168133,6.119199947057389,5
389,3157.3010854102854,5.620057460633317,1
390,3701.7123336459063,6.092208679912297,5
391,4678.661986203302,4.451473051747394,4
392,2500.992544356857,8.242537424984103,3
393,3268.557676571235,6.608710287346362,0
394,3164.031226348353,6.5112531151143545,1
395,4511.218034689266,4.397044688994257,4
396,2077.853538318949,6.650618299095973,2
397,2570.219838397585,9.169656669644102,3
398,2792.1036181469385,6.644385710062204,0
399,2780.771516489311,7.272684420070756,0
400,2375.280303426295,9.37623527855052,3
401,3947.5143081266096,5.98989784469317,5
402,2495.5248018395987,8.233730770611142,3
403,2325.2582515873746,7.102794419547891,2
404,4151.718943853441,6.169011206752968,5
405,4910.716932784439,4.055044649613151,4
406,4859.030010501779,4.71388074555391,4
407,2471.7904042156233,8.977179035998606,3
408,2147.8545127921498,8.476735592621946,3
409,2582.834234466972,8.892832301097835,3
410,4991.487074899466,4.624108718031996,4
411,3215.718903818505,7.91765623686554,0
412,3307.8148661068412,5.963328479524103,1
413,2844.0432557446456,7.2442934499674605,0
414,3028.8342383585878,6.004947297802821,1
415,2806.9879158321205,6.8501345662307696,0
416,4635.42004778486,4.491536528099283,4
417,5027.320338434384,4.668631570375203,4
418,4131.248141629356,5.670683832898262,5
419,4799.901426083242,4.8094730395744625,4
420,2500.5332259943675,6.937625846221567,2
421,4360.119166189116,5.777166165729567,5
422,2346.3508399079865,6.671035525177755,2
423,2242.4238855544245,9.424660864166643,3
424,4853.004628685872,4.122359862624188,4
425,2459.0628045061458,7.69815173552792,0
426,3964.7970276025367,6.023575134452746,5
427,2947.552636226467,7.844773382038096,0
428,3073.16986155018,5.787789806650525,1
429,2114.1000593727895,6.5396711108844325,2
430,4845.515593442397,5.19471220297265,4
431,3476.2625675827126,5.550981119552104,1
432,2764.5143805900498,6.064548269008187,1
433,2738.74960676706,9.389036526233877,3
434,4129.322314852881,6.165554496775444,5
435,2436.4914609154807,8.9913748939543,3
436,3754.305041212055,6.104913500529848,5
437,2762.8121993160685,7.709342104664427,0
438,4742.99422032945,4.106912315462134,4
439,2254.0236946405716,6.457934962945531,2
440,2916.0600934826853,7.757686855670333,0
441,2419.9450484732324,6.819582251245062,2
442,4668.555932819993,3.9036756312966423,4
443,2932.6500334710927,7.113644902305234,0
444,2451.9251520492967,6.406351558155997,2
445,4053.3071282327414,6.025711897519601,5
446,2676.961738757795,9.217595096678009,3
447,3051.8069148540712,5.718213570397875,1
448,2719.101695662976,7.74770043968454,0
449,3419.317169618701,5.505463590823646,1
450,3249.103032173917,6.572325860087615,1
451,3214.5050552356565,6.191962150708734,1
452,2966.5243453524504,7.501075564671065,0
453,4716.8523317513345,3.8429579553551734,4
454,3346.2909070842124,6.8976006728947965,0
455,2230.6144712580563,6.720606374562706,2
456,3029.3084025141725,7.967258656026587,0
457,4362.305676835904,5.98616115879072,5
458,4876.280321135669,5.246466436870156,4
459,2643.6210982797525,7.621817199562085,0
460,2448.1465104783256,9.572923000022781,3
461,4944.148342909867,4.393995502428251,4
462,3283.3867309450407,6.150703268729384,1
463,3142.5480074448624,7.139838289189198,0
